smiles,synth,logp,viscosity,enthalpy_vap,fitness
CCCOCC(=O)COC,0.818649,0.498913,0.497663,0.804513,0.61745
COCCOCCOCCCC(C)=O,0.86371,0.609909,0.446128,0.694746,0.617449
COCCCOCCNOCCOC,0.765564,0.602772,0.472259,0.716555,0.617448
COCCCCOOCOC,0.747945,0.482691,0.539851,0.821561,0.617448
NCCc1ccccn1,0.924628,0.558807,0.439992,0.749353,0.617447
Cn1ncnc1CCCCN,0.787762,0.620264,0.452308,0.721549,0.617434
COCCOCC(N)C=O,0.598258,0.75542,0.455261,0.777219,0.61743
Cn1nccc1NC(=O)NN,0.75359,0.802076,0.400345,0.710754,0.617422
CNn1nnnc1N,0.558734,0.681449,0.50682,0.801092,0.617417
COCc1nnnn1CCCN,0.776408,0.707729,0.421327,0.712152,0.617417
COCCCCOCNCCOC,0.811541,0.548933,0.484212,0.735582,0.617416
CONCCCn1nnnc1C,0.690796,0.635961,0.476884,0.734383,0.617412
C=CCCO,0.704866,0.484445,0.542226,0.868368,0.617402
CCOCCOCCOOCCN,0.733198,0.645108,0.458237,0.72332,0.617398
COCCCNC(N)OC,0.58173,0.666111,0.497349,0.801337,0.617395
CNCCCn1nnnc1N,0.737183,0.701701,0.435975,0.712471,0.617389
COCCCCOC(C)N,0.70041,0.529721,0.519076,0.808477,0.617387
NCCOc1ncccn1,0.816589,0.648277,0.426949,0.73016,0.617387
CC(=O)COCCOCN,0.711076,0.72377,0.423478,0.752132,0.617386
COCCOCCCNOCOC,0.718393,0.595124,0.488223,0.736161,0.617383
Cn1cnnc1CN1CCC1,0.820619,0.637574,0.434885,0.718123,0.617378
COC(=O)Cc1ccncn1,0.850333,0.58198,0.458282,0.712928,0.617378
CN=C(N)OCCCNC,0.646801,0.637441,0.477294,0.788007,0.617378
C=C(CCN)OC,0.611943,0.56545,0.521574,0.86273,0.617377
CCOCCn1nccc1C,0.831292,0.484857,0.520208,0.774398,0.617375
CNCCc1ccno1,0.693309,0.571835,0.492858,0.794309,0.617374
CCOCC=NN,0.554584,0.576799,0.564678,0.853763,0.617373
COCOCCCNCN,0.725453,0.669919,0.431929,0.773571,0.617373
CCOCCOCOC(C)=O,0.837287,0.521474,0.478155,0.783854,0.61737
NOC(=O)C1CCC1,0.771524,0.551857,0.463299,0.824765,0.61737
CCn1cnnc1S,0.619931,0.553099,0.553316,0.799497,0.617365
CNCCOCCF,0.744199,0.574423,0.463098,0.809599,0.617365
CCC(N)(N)OC,0.514024,0.666352,0.524909,0.886587,0.617364
COC(=O)CCNCCN,0.863635,0.74061,0.387314,0.719864,0.617363
CCOCCNC(=O)COCCOC,0.885437,0.646848,0.425124,0.688903,0.617362
CNOCCCOCCCOC,0.76932,0.536775,0.494375,0.773032,0.617361
CNOCCCCOOC,0.654119,0.519761,0.546559,0.835534,0.61736
CCCOCCCNN,0.784182,0.538102,0.481115,0.789077,0.61734
CC=CCCOCCN,0.718489,0.506384,0.525794,0.825798,0.617338
COCCOCCOCCOOCCOC,0.792541,0.619147,0.455941,0.709551,0.617332
NCC1CNC1,0.700181,0.719539,0.414218,0.801698,0.61733
COCCCCNC=O,0.809755,0.562858,0.459894,0.773084,0.617329
CC1=NCCN1,0.579573,0.654708,0.497243,0.822605,0.617327
CNCCC(=O)S,0.659851,0.596875,0.484733,0.815872,0.617326
COCCNC(O)NCCOC,0.722909,0.72048,0.424309,0.739908,0.617326
CCOCCCCNON,0.683873,0.556463,0.511104,0.791311,0.617322
CNCCC(=O)CN(C)C,0.764388,0.642999,0.426373,0.786869,0.617315
CCc1cnnnn1,0.577375,0.594665,0.545731,0.810585,0.617315
CCOC(=O)NNNN1CC1,0.604144,0.708925,0.470824,0.775223,0.617312
CCONC(=O)NCCCOC,0.822631,0.574071,0.465017,0.729014,0.617309
CCOCCNP,0.54203,0.578915,0.559178,0.893555,0.617308
COCCS(C)(C)O,0.658004,0.535648,0.519334,0.856445,0.617303
CONCCOCN(C)C,0.631326,0.594694,0.50444,0.811702,0.617295
CCCN(C)CC=O,0.735303,0.462856,0.556482,0.860284,0.617294
COCCOCCN(N)ON,0.579305,0.730446,0.473905,0.784601,0.617294
CNCc1nccs1,0.785601,0.500898,0.504774,0.813327,0.617291
COCC(=O)Cn1cncn1,0.750698,0.662613,0.440905,0.729604,0.61729
COCCOCCN(C)NN,0.659164,0.679749,0.450084,0.787394,0.617282
COCCNCCNN1CC1,0.746935,0.720379,0.417714,0.73579,0.617281
CNCCOCNC(C)C,0.734664,0.551799,0.481957,0.811854,0.61728
CCOCc1cnccn1,0.831567,0.487511,0.510734,0.788442,0.617277
COCCNCOCN,0.659583,0.72882,0.430073,0.789436,0.617274
CNCCOCN1CCC1,0.797278,0.591963,0.448341,0.765636,0.617274
Cn1nccc1Cc1nnnn1C,0.710139,0.673891,0.457701,0.712658,0.617272
COCCOCCOCS,0.739087,0.5542,0.481317,0.803098,0.617262
CCNCCN(C)CCN,0.79913,0.660045,0.409497,0.786258,0.617258
COCCCC=C(C)N,0.733798,0.494165,0.525932,0.838546,0.617254
COCCNCC(C)=S,0.710708,0.570487,0.482812,0.800524,0.617253
COCC(COC)COC,0.757047,0.528712,0.489635,0.815873,0.617253
CCCNCCNCOC,0.774944,0.541925,0.479956,0.792942,0.617252
CNc1cncnc1C,0.760934,0.541541,0.497056,0.764681,0.617252
Cn1cncc1C=O,0.668731,0.597769,0.49626,0.770987,0.617249
CNCCCNCCOCCOC,0.845818,0.643506,0.422144,0.727128,0.617245
CCOCCCCNCN,0.794988,0.572975,0.469048,0.743341,0.617245
CN=CCOCCCOC,0.677124,0.583134,0.492337,0.795178,0.617244
COCCNC(C)CNC=O,0.632426,0.651076,0.485837,0.766284,0.617243
CCOCC(=O)NCCCNC,0.880431,0.625265,0.427613,0.710845,0.61724
Cn1ncnc1COOCN,0.57552,0.707116,0.494497,0.765431,0.61724
CNC(=O)CCOCCOC(C)C,0.843245,0.590798,0.447396,0.731641,0.617239
CCOCCNCCOCCOC,0.864543,0.601443,0.44519,0.706751,0.617236
COCCOCCOCCSC,0.823114,0.523713,0.491452,0.75675,0.61723
COCCc1cnccn1,0.848521,0.516184,0.484638,0.768396,0.617225
Cc1nnnn1CCC=CN,0.581169,0.672058,0.517818,0.745811,0.617223
CCCNCCOCCN,0.849798,0.609244,0.427171,0.756682,0.61722
CCCN(C)CC(=O)O,0.879281,0.516008,0.468435,0.786992,0.61722
COCCOCOF,0.649241,0.519751,0.531501,0.881086,0.617219
COCCN(C)NCN,0.574445,0.697025,0.480641,0.816561,0.617219
COCCC(=O)CCCN,0.831932,0.674755,0.408775,0.74053,0.617212
NCn1ccnc1,0.660945,0.659633,0.458413,0.787124,0.617201
COCCOCCCNCCN(C)C,0.865439,0.595149,0.446761,0.710826,0.6172
COCCCCOP,0.643082,0.488652,0.573343,0.880846,0.617199
COCCOCCCNCC(=O)OC,0.866891,0.659039,0.420573,0.698179,0.617197
CCN=CCCNCCOC,0.659112,0.627906,0.489475,0.752939,0.617196
COCCC(C)=CCN,0.71812,0.522005,0.512058,0.819781,0.617193
COCCCCOCCNOC,0.788449,0.526957,0.503062,0.753508,0.617193
CNc1ncnn1C,0.651778,0.569202,0.509353,0.815262,0.61719
CNCCCOCCOCCN,0.820758,0.686205,0.412848,0.723006,0.61719
COCCOCCOCC=S,0.697469,0.578838,0.481285,0.805235,0.617189
CNCC(=O)CNC,0.690585,0.719468,0.428115,0.764991,0.617189
c1cnn(C2CC2)c1,0.793914,0.505258,0.501623,0.800828,0.617188
CCC(=O)CCOCCCOC,0.841558,0.526129,0.478749,0.767264,0.617184
COCNCCCCN,0.771503,0.629802,0.434936,0.770476,0.617183
CCNC(=O)Cc1nnnn1C,0.793394,0.690197,0.427286,0.698596,0.617182
COCC(C)OCCCN,0.707268,0.610418,0.460402,0.795572,0.617181
COCOCCn1nnnc1N,0.708127,0.695558,0.444464,0.723929,0.617177
CCCNNC(=O)COC,0.815937,0.566362,0.457507,0.766762,0.617171
COCCCOCCC(C)N,0.723105,0.55232,0.498051,0.781291,0.617167
COC(OC)OCN,0.524529,0.66922,0.528853,0.84061,0.617165
COCCNCCCCOO,0.812485,0.600251,0.437789,0.769055,0.617164
COCCOOCNCCN,0.646283,0.720674,0.441399,0.780737,0.617164
CCNCCCCCN,0.898696,0.5113,0.467239,0.785828,0.61716
Cn1cnnc1CO,0.720547,0.721879,0.427719,0.729803,0.617158
COCCOCC(=O)CCN,0.797989,0.736368,0.398907,0.733513,0.617158
CCOCCC(C)NC,0.734877,0.452189,0.57489,0.854975,0.617158
COCCCOCC(C)OC,0.719847,0.509075,0.528475,0.809326,0.617154
COCCCCNOOC,0.684891,0.511736,0.533911,0.837386,0.617152
CNCCc1cnccn1,0.824609,0.558898,0.461676,0.76134,0.617148
CCn1nnnc1CCOON,0.599337,0.676349,0.497256,0.755603,0.617139
CNCCCn1ccnc1C,0.82537,0.546357,0.485594,0.724466,0.617137
CNCc1nnc2n1CCC2,0.776148,0.708114,0.421049,0.711287,0.617137
COCON(C)N,0.487634,0.633247,0.58254,0.881006,0.617135
CNOCCOCCOCOC,0.713514,0.624379,0.45882,0.769842,0.617134
CNCCOCCCNF,0.667111,0.621604,0.477615,0.781177,0.617132
CNNC(=O)CCOCOC,0.752558,0.678311,0.426883,0.748507,0.617131
CC(C)[N+](=O)[O-],0.764573,0.43551,0.57684,0.874159,0.61713
O=NCc1ccco1,0.729208,0.522761,0.508797,0.811735,0.61713
COCCC(C)ON,0.572863,0.565578,0.553965,0.859935,0.617115
COC(=CN)OC,0.533427,0.602848,0.556879,0.867586,0.617112
CONCCCCC(=O)N(C)C,0.788636,0.594867,0.459994,0.735904,0.617106
O=NCc1ccccn1,0.793957,0.533165,0.48718,0.772689,0.617101
COCCCCCNC(N)=O,0.917164,0.578748,0.432993,0.73842,0.6171
CNOOCCCCOC,0.667916,0.50854,0.545582,0.843563,0.617097
CCOCOC1COC1,0.727449,0.550732,0.471704,0.85356,0.617096
CCN(C)CNCCOC,0.706174,0.55265,0.499051,0.798309,0.617094
Cc1oncc1CNCCN,0.698616,0.715009,0.434638,0.740039,0.617091
CCNCCNOCCCOC,0.74215,0.574485,0.483626,0.754035,0.61709
CNC(=O)NCCOCC1CC1,0.846366,0.592516,0.443541,0.736261,0.61709
CN(C)COC=O,0.592381,0.532492,0.566981,0.867855,0.617088
COCN(C)CCO,0.696163,0.627662,0.448074,0.819167,0.617076
COCCOCC(N)=CN,0.639655,0.716212,0.456832,0.749807,0.61707
CNBr,0.527215,0.53309,0.616862,0.91856,0.617057
CCCCC(C)=O,0.946757,0.380062,0.605867,0.873699,0.617048
CCOCOC1CC1,0.801564,0.442919,0.544108,0.877689,0.617043
CCOCC(=O)NCC1CC1,0.903312,0.514852,0.475913,0.750767,0.617042
NCOc1cccnc1,0.839994,0.596827,0.434053,0.761809,0.617042
CNCCCOC(C)N,0.633989,0.62056,0.485283,0.810912,0.617037
CN1CN1C,0.545272,0.514782,0.625377,0.9033,0.617036
CCOCOCC(=O)NOC,0.733001,0.607532,0.457007,0.77869,0.617035
CCCNC(=O)CCNCOC,0.831403,0.580889,0.454359,0.736674,0.617032
COCC(C)NOC,0.574911,0.537638,0.573954,0.876418,0.617028
CCOC(CN)CCOC,0.678326,0.580574,0.489414,0.804649,0.617028
CCOC(CNC)=NN,0.570488,0.620074,0.52718,0.819492,0.617022
COCCCOCCN(C)CN,0.744286,0.618734,0.448381,0.773547,0.61702
CCNCCc1nncn1CC,0.77274,0.591216,0.477933,0.711754,0.617013
Cc1nnnn1CCCON,0.697116,0.700245,0.446258,0.724927,0.617012
CCOCCc1nnnn1CC,0.782528,0.557479,0.484113,0.743201,0.617011
CNCCOCOOOC,0.573739,0.614762,0.524288,0.829162,0.617
CCOC(C)=CN,0.605593,0.495007,0.6,0.87345,0.616998
CCCN(C)CCC(N)=O,0.863238,0.565091,0.439656,0.780949,0.616993
CCOC(=CCN)COC,0.63772,0.588515,0.50802,0.801701,0.616993
CONC(=O)OC(C)C,0.761585,0.464708,0.547143,0.839997,0.616989
COCCOCCOCCCl,0.833348,0.528664,0.475942,0.774888,0.616984
Cn1nnnc1OCO,0.606276,0.692711,0.464915,0.806969,0.616984
CN(C)c1ccnn1C,0.68703,0.512393,0.543586,0.808821,0.616982
CCOCC(O)OC,0.605424,0.596013,0.50907,0.840857,0.616981
CCOCCOCCNCCOC,0.868055,0.598781,0.44519,0.706751,0.616977
CNOC(COC)COC,0.606259,0.618989,0.504134,0.809961,0.616977
Cn1nnnc1CNO,0.619529,0.721799,0.468294,0.741689,0.616975
COCCCOCCCN(C)N,0.777222,0.571012,0.465308,0.771468,0.616974
COCCC(=O)Cn1nnnc1C,0.736413,0.681103,0.446568,0.705307,0.616973
CCOCCCC(=N)N,0.807697,0.619726,0.42657,0.776822,0.616971
CCCC(=O)COCOC,0.788201,0.48854,0.517064,0.810575,0.616968
CCOCOOCC,0.664864,0.449846,0.613513,0.887818,0.616964
COCCNCCOOC1CC1,0.717246,0.586471,0.472037,0.790162,0.616962
COCCCCN(C)CCN,0.848575,0.575441,0.438321,0.777778,0.616961
Nc1ccnn1C1CC1,0.724518,0.594119,0.463877,0.790974,0.61696
CC(=O)NCCOCC(C)C,0.888602,0.482975,0.502789,0.770038,0.616959
COCCCC(=O)CCCOC,0.887304,0.520719,0.47762,0.744973,0.616953
CCCNCCOOCCNC,0.726565,0.557602,0.495085,0.772833,0.616948
COCCNCCONN,0.688264,0.73934,0.425034,0.754551,0.616948
COCCOCCCN1CCC1,0.919305,0.51895,0.466501,0.754596,0.616943
COCOCCn1cccn1,0.796272,0.574961,0.460359,0.759724,0.616943
COC(=O)C(N)(N)Br,0.611264,0.748604,0.442261,0.799529,0.61694
COC(=CCO)OC,0.610569,0.57842,0.527638,0.818509,0.616938
COCCOCCCOCCC(N)N,0.77483,0.692877,0.428912,0.705055,0.616934
CNCNN1CCOCC1,0.641812,0.679773,0.462891,0.772692,0.616934
CCOCNC(=O)OCCOC,0.801338,0.544124,0.47742,0.767247,0.616933
COCCCCOCCNF,0.737316,0.526192,0.504412,0.803541,0.61693
Cn1nccc1CC(N)=O,0.763865,0.720183,0.414389,0.728368,0.616923
COCC(C)OCC(N)=O,0.694883,0.678985,0.435343,0.784319,0.616912
CNC(C)CCOCCOC,0.736523,0.535012,0.504727,0.783817,0.61691
COCCOCOCCOCCN,0.793842,0.689049,0.421829,0.713096,0.616909
CCn1nccc1C(N)=O,0.805178,0.587346,0.463169,0.724434,0.616907
COCCC=C(N)N,0.631505,0.675576,0.450211,0.833992,0.616906
COCc1nncn1COC,0.680769,0.637948,0.467597,0.763959,0.616901
CCOCCON=O,0.666127,0.523649,0.529145,0.84506,0.616896
Oc1ccno1,0.538462,0.65817,0.519423,0.845771,0.616896
CCCn1nnnc1CNC,0.78558,0.572002,0.471982,0.743924,0.61689
CCOCCNC=S,0.641836,0.520459,0.549336,0.844332,0.616888
CN(C)C(=O)NCCF,0.759497,0.573336,0.464272,0.787756,0.616886
CCOF,0.629002,0.423607,0.671088,0.958189,0.616879
COCCCNSC,0.643295,0.504763,0.560193,0.859449,0.616879
COCCOCCOC(=O)OC,0.85779,0.542869,0.462461,0.760988,0.616877
COCn1nnnc1O,0.609453,0.691079,0.474241,0.776493,0.616874
CCn1cnnc1CCNC=O,0.690957,0.679235,0.480539,0.673917,0.616868
CCCN(C)C(=O)NCC,0.871196,0.449863,0.525788,0.825272,0.616867
CCCONCCNC,0.689155,0.536924,0.513386,0.817635,0.616865
CCCNCCOOCOC,0.71409,0.507762,0.529135,0.816501,0.616862
NC(N)C(=O)O,0.745198,1,0.349913,0.778401,0.616859
CCOCN(N)C(=O)OC,0.63011,0.630626,0.475574,0.827089,0.616853
COCCCCNC1CC1,0.916866,0.455568,0.513081,0.80012,0.61685
COCCNCSN,0.57609,0.676256,0.486456,0.823508,0.616849
COC(C)OCC(C)=O,0.612939,0.562269,0.531021,0.839317,0.616846
CNCCNCN1CC1,0.747241,0.70278,0.412767,0.768788,0.616846
CCOC(C=O)OCC,0.640219,0.509603,0.564492,0.841164,0.616845
COCCOCCCOCOOO,0.704833,0.60824,0.471854,0.767758,0.616841
NCCCCN=O,0.686924,0.689394,0.439955,0.766062,0.616841
NCCCOCC1CC1,0.84906,0.546032,0.455527,0.781079,0.616836
CCCNCC=CCN,0.696899,0.544408,0.508111,0.803302,0.616834
CCOCCOCCNC(C)C,0.866101,0.485696,0.502363,0.780861,0.616834
COCOCCC(C)N,0.650429,0.583581,0.501123,0.80759,0.616829
CNN(C)CCNCCOC,0.691282,0.628978,0.462669,0.777028,0.616827
CONCCOCCC(=O)OC,0.768627,0.619428,0.444392,0.758081,0.616827
CNCCOCNCCN1CC1,0.768418,0.71426,0.417403,0.720637,0.616822
CCNCCCOCNC,0.746506,0.553946,0.481388,0.791915,0.616818
COCC1CCCN1C,0.748325,0.504571,0.507656,0.835516,0.616817
CN(C)Cc1ccccn1,0.933271,0.467458,0.499234,0.786685,0.616812
NCCC(=O)N1CCOCC1,0.886216,0.778643,0.373342,0.717457,0.616808
CCn1nnnc1NCCOC,0.786091,0.559802,0.486179,0.730065,0.616802
CCOCCNCCOCCNC,0.827093,0.629627,0.432581,0.726684,0.616797
NC(=O)C(N)(N)Br,0.63133,0.867573,0.400027,0.800824,0.616794
CN1CCN=C1CN,0.564576,0.733005,0.474965,0.803692,0.616792
CCNCOC=O,0.590982,0.546908,0.560628,0.846792,0.616789
CCOC(C)(N)OC,0.514684,0.560989,0.606432,0.900318,0.616787
NOCCCON,0.601421,0.739229,0.449988,0.801625,0.616785
NCNc1ncccn1,0.77799,0.644047,0.43773,0.733843,0.616785
COCCNc1nncnn1,0.6814,0.663608,0.466803,0.730691,0.616781
Cn1nccc1NNN,0.608005,0.680532,0.476074,0.787001,0.616778
CN=C(N)NC,0.56485,0.730357,0.470729,0.81875,0.616778
Cc1ncon1,0.527358,0.556221,0.61341,0.861321,0.616777
COCCCOCC(N)C=O,0.612495,0.708973,0.470731,0.758829,0.616776
COCCCNCCc1nnnn1C,0.794832,0.650289,0.451072,0.679092,0.61677
CCn1ccnc1CCN,0.799569,0.599311,0.452922,0.736232,0.616769
CNCCCCc1ncnn1C,0.784028,0.551072,0.488685,0.741288,0.616768
CCNC(=O)CCN(C)N,0.770228,0.671453,0.413353,0.782117,0.616765
CONC(C)C(C)=O,0.562616,0.573067,0.561261,0.846404,0.616753
Cn1nccc1CN=O,0.623305,0.62817,0.49455,0.789081,0.61675
COOCCOCCNCCN,0.729244,0.716693,0.420496,0.74573,0.616742
CCOC(=O)Cn1nccc1C,0.862399,0.510969,0.496163,0.738754,0.61674
CCOCCCNNOC,0.663357,0.546854,0.521069,0.812693,0.616738
COCOC=CCN,0.54265,0.618002,0.544738,0.840984,0.616736
CONCCOCOC(C)=O,0.705393,0.596455,0.474849,0.777844,0.616736
COCCNCNCl,0.611171,0.622439,0.491842,0.826573,0.616734
COCn1nnnc1CN,0.688307,0.709354,0.434526,0.75651,0.616733
CCOCCOOCCOCCN,0.732317,0.642863,0.458237,0.72332,0.616726
NC(=O)Cn1cnnn1,0.754009,0.759627,0.406178,0.723965,0.616719
CCOCCNCC=CCOC,0.732976,0.534951,0.513068,0.767311,0.616718
CN(F)CN,0.486036,0.642859,0.564053,0.909039,0.616717
CCOCCC(=O)CCCOC,0.860142,0.518493,0.483407,0.754117,0.616716
COC(=O)Cc1nccn1C,0.814533,0.579762,0.454658,0.749625,0.616713
NCCCCNCl,0.693923,0.587129,0.48063,0.792896,0.616704
CNCCOCCCC(N)=O,0.846255,0.715602,0.406592,0.690824,0.616702
CCCC(=O)NCCCCOC,0.951736,0.467225,0.505794,0.758707,0.616701
COCCOCCCc1nnco1,0.738679,0.606689,0.466838,0.745153,0.6167
NCCN=C(N)N,0.709099,0.885873,0.381061,0.755946,0.616697
COCOCCCNCC(C)=O,0.79425,0.621897,0.43914,0.745155,0.616693
CCNN(C)CC(=O)OCC,0.705142,0.521896,0.521739,0.809518,0.616692
CCN(C)NCCOC,0.650504,0.539619,0.52336,0.8438,0.616687
NCNCCCCC=O,0.700209,0.670239,0.452531,0.73726,0.616683
COC(=O)CN1CCOCC1,0.925788,0.64978,0.391811,0.760486,0.616681
CCOCCNCNCCOC,0.774899,0.622901,0.445955,0.741767,0.616676
COCCC=CCC(=O)OC,0.764737,0.485829,0.536366,0.79615,0.616673
Cc1nnnn1C(=O)OCN,0.628774,0.767569,0.453053,0.721497,0.616669
CCOCCC(=O)OCC,0.929466,0.445697,0.512246,0.82323,0.616667
Cc1nocc1C(N)=O,0.717833,0.614779,0.466363,0.75609,0.616662
CCONCCN1CCC1,0.7866,0.532956,0.483405,0.787203,0.616656
COCCOCCCC(=O)NCOC,0.830955,0.622627,0.444491,0.70062,0.616656
C=CCOCCN(C)N,0.633521,0.566994,0.516224,0.828276,0.616652
CNC(NC)NCCCOC,0.654399,0.64047,0.471801,0.782696,0.616652
CNCOCCNC(C)C,0.732453,0.551032,0.481957,0.811854,0.616649
CNCCOCCNCl,0.667693,0.643694,0.460501,0.791202,0.616649
COCCOCCCNC(=O)OC,0.894239,0.562948,0.45331,0.721475,0.616648
CCNCCN1CCNCC1,0.849065,0.667509,0.416658,0.708829,0.616646
CCCNCCNC(C)=O,0.910383,0.580274,0.433123,0.737356,0.61664
Cn1ncnc1NC=O,0.600888,0.654879,0.507617,0.75438,0.616638
COCCCCCOCCN,0.886085,0.529099,0.464662,0.759787,0.616635
CCOCCNCC(N)=S,0.761518,0.631068,0.438545,0.764067,0.616634
CNCCOCON,0.614334,0.725882,0.442803,0.817577,0.616629
COCCc1nnnn1CCN,0.752782,0.73724,0.416931,0.712447,0.616626
CCNCCOC(=O)CN,0.81497,0.736363,0.390433,0.745907,0.616621
CCCNCCOOCN,0.663591,0.596329,0.48401,0.808392,0.61662
CCOCCNCN1CC1,0.796076,0.594047,0.448056,0.760113,0.616619
CCCNC(=O)COCCN,0.880391,0.667788,0.405161,0.721731,0.616613
CNCCNCCCOCCOC,0.844223,0.641681,0.422144,0.727128,0.616612
Cn1nnnc1Cc1nnnn1C,0.677191,0.722299,0.45474,0.700845,0.616612
COCCCNc1nnnn1C,0.788669,0.565862,0.483373,0.72301,0.616611
CCNC(=O)n1nccn1,0.620032,0.639331,0.502809,0.756809,0.616607
CNNC(=O)C(C)OC,0.666362,0.658868,0.455435,0.785548,0.616605
NNCc1ccno1,0.596144,0.712984,0.471012,0.778774,0.616603
COCCCOCCNCOOC,0.717329,0.592339,0.480259,0.756029,0.616599
CCNCC(NCCOC)OC,0.612935,0.610624,0.514157,0.785445,0.616593
CCCOCCNC(=O)ON,0.753863,0.586363,0.464992,0.766399,0.616589
CCOCCCCC(N)N,0.80124,0.582731,0.449207,0.770977,0.616587
COCCCNOCOCCOC,0.719011,0.591746,0.488223,0.736161,0.616584
COC(CCNCN)OC,0.650682,0.654462,0.468787,0.775573,0.616584
CNCCOCc1ncnn1C,0.749852,0.658903,0.440007,0.733458,0.616583
CC=NCCN,0.484487,0.745184,0.518401,0.867746,0.616579
COC(C)CON,0.53738,0.642692,0.526351,0.854171,0.616577
COCCNCCCC=CCN,0.761089,0.574586,0.486524,0.725827,0.616577
COC1=NN1C,0.513679,0.560615,0.601278,0.914204,0.616573
Nc1ccc2nncn2c1,0.729239,0.707412,0.436511,0.70835,0.616568
Cn1ncnc1CC(=O)F,0.645575,0.608458,0.496646,0.780285,0.616561
CCOC(C)C(=O)COC,0.680419,0.521124,0.536627,0.809387,0.61656
CC(=O)NCc1ocnc1C,0.70563,0.621999,0.47035,0.74814,0.616559
COCCCOC(=O)NCOC,0.813152,0.540151,0.478784,0.758789,0.616558
CNC(N)NCCCOC,0.603623,0.700114,0.473446,0.774872,0.61655
CCCNCCOCCNC,0.848485,0.555907,0.456968,0.756462,0.61655
COCNCOCOC,0.604719,0.617142,0.496009,0.835001,0.616549
COCCCN(C)CCCON,0.782161,0.572699,0.463363,0.766296,0.616547
CN=CCn1cncn1,0.549042,0.651404,0.541714,0.777986,0.616536
COCCNCCOCF,0.761798,0.576592,0.456506,0.799781,0.616532
Cc1nccnc1COO,0.679761,0.575115,0.497267,0.789208,0.616525
CCNCCS,0.710518,0.50952,0.511747,0.859217,0.616523
COC(C)CCCN,0.702856,0.529924,0.508377,0.825648,0.616519
CCOCCCNC(C)(C)N,0.71996,0.536361,0.501625,0.8057,0.616517
CNCCCOOC1CC1,0.688565,0.519825,0.525194,0.827818,0.616516
COCCC(=O)Cc1ncnn1C,0.75151,0.659417,0.448022,0.709777,0.616516
CCNC(N)COCCOC,0.609453,0.678809,0.476174,0.784901,0.616513
CCCOOCCOCCN,0.723753,0.569862,0.477733,0.794647,0.61651
CNC(=O)CCOCCCN,0.844967,0.746851,0.387579,0.721706,0.616508
COCOC(CN)COC,0.621665,0.69047,0.460806,0.792903,0.616507
CCOCCCNC1CC1,0.896721,0.450658,0.520362,0.811506,0.616507
CNCCOCCN(C)OC,0.680417,0.596691,0.483625,0.784372,0.616502
CCOCCOCCOCC(N)=O,0.841963,0.673783,0.419346,0.698469,0.616501
COC(COCCO)OC,0.753255,0.660125,0.425976,0.770239,0.616496
CNCCCOP,0.546871,0.585712,0.557233,0.863682,0.616492
C=C(C)OCN,0.567931,0.540821,0.568132,0.894166,0.616491
CONC(=O)CCOC(C)C,0.784312,0.540226,0.483748,0.772156,0.61649
CNC(=S)CNCCOC,0.70733,0.65713,0.452013,0.745984,0.616487
CCOCCOCCNC(C)(C)N,0.719774,0.596248,0.478746,0.75012,0.616486
COCCOCCOCCNCN,0.776451,0.7185,0.418007,0.706002,0.616482
CNC(=O)OCCNC1CC1,0.832715,0.594479,0.436563,0.760578,0.61648
COCCOCOCCCON,0.742835,0.637916,0.447363,0.746635,0.616479
COCCNC(C)CNOC,0.61255,0.602362,0.51922,0.787463,0.616474
COCCCSOC,0.664238,0.466773,0.588003,0.877129,0.616465
CNC(CCOC)NC,0.640879,0.597768,0.494098,0.812026,0.616463
NCCN1CCNCC1,0.827887,0.781425,0.380379,0.728819,0.616461
COCCOCCc1ncnn1C,0.778617,0.616019,0.458942,0.713202,0.616456
CCOCCn1nnnc1CN,0.768282,0.676424,0.434492,0.710624,0.616454
CCNC(=O)CCC=NO,0.716862,0.675014,0.439659,0.747406,0.61644
Cn1ccnc1CNN1CC1,0.715095,0.684245,0.44696,0.718563,0.616439
COCCCN(CN)OC,0.636943,0.60112,0.492377,0.816728,0.616435
COCCOCCCOCC=O,0.777789,0.596579,0.456586,0.74803,0.616434
COC=C(N)O,0.558347,0.644752,0.50845,0.847323,0.616434
COCC(N)=NO,0.712251,0.665308,0.423508,0.81922,0.616431
FNCc1cccnc1,0.777257,0.518973,0.487097,0.81791,0.616422
NC1CCCOC1,0.637512,0.614304,0.468219,0.864406,0.616421
CNCCSOCCOC,0.634515,0.577044,0.517865,0.800576,0.61642
COCCCN(C)OC,0.734162,0.495894,0.519473,0.843573,0.616417
NC(=O)CN1CCNCC1,0.856206,0.82017,0.37771,0.68757,0.616415
CCC=NCCNC,0.561427,0.59446,0.544213,0.841577,0.616415
FC1CC1,0.833258,0.400787,0.581441,0.931001,0.616411
CCOCCCCNCCC=O,0.806623,0.53489,0.495291,0.734772,0.616403
COCC=CCCNCCOC,0.755477,0.535279,0.50301,0.763706,0.616401
Cn1ccnc1C=CCN,0.64088,0.601052,0.504817,0.778629,0.616397
Cc1ocnc1CN,0.611485,0.617506,0.499944,0.810162,0.616397
CCC(C)(N)O,0.635265,0.585157,0.491223,0.854277,0.61639
COCc1ccoc1,0.800776,0.466647,0.530394,0.824891,0.616389
NOCCOC(=O)C1CC1,0.796888,0.614164,0.433343,0.77001,0.616386
